qseqid	sseqid	alntmscore
Q05FM1	Q05FM8	0.7563
Q05FM1	Q05FT3	0.5423
Q05FM1	Q05FT4	0.6574
Q05FM1	Q05FG8	0.8458
Q05FM1	Q05FN1	0.8647
Q05FM1	Q05FS9	0.7984
Q05FM1	Q05FY4	0.4555
Q05FM1	Q05FM0	0.8015
Q05FM1	Q05FI9	0.8176
Q05FM1	Q05FL7	0.5312
Q05FM1	Q05FK6	0.7076
Q05FM1	Q05FX1	0.8340
Q05FM1	Q05FQ6	0.8344
Q05FM1	Q05FU3	0.7831
Q05FM1	Q05FL5	0.7226
Q05FM1	Q05FG7	0.8535
Q05FM1	Q05FK1	0.6692
Q05FM1	Q05FW2	0.7613
Q05FM1	Q05FL1	0.8816
Q05FM1	Q05FW8	0.8061
Q05FM1	Q05FM2	0.8801
Q05FM1	Q05FW6	0.7373
Q05FM1	Q05FQ0	0.5440
Q05FM1	Q05FJ0	0.8115
Q05FM1	Q05FK9	0.8965
Q05FM1	Q05FU5	0.7592
Q05FM1	Q05FU6	0.5813
Q05FM1	Q05FT6	0.6591
Q05FM1	Q05FV8	0.6461
Q05FM1	Q05FY1	0.8328
Q05FM1	Q05FJ7	0.7984
Q05FM1	Q05FV7	0.7177
Q05FM1	Q05FJ2	0.7769
Q05FM1	Q05FH1	0.7037
Q05FM1	Q05FU0	0.9060
Q05FM1	Q05FH8	0.7203
Q05FM1	Q05FJ6	0.7728
Q05FM1	Q05FV4	0.8322
Q05FM1	Q05FQ5	0.8366
Q05FM1	Q05FH3	0.6491
Q05FM1	Q05FK0	0.6668
Q05FM1	Q05FH2	0.3982
Q05FM1	Q05FV6	0.8185
Q05FM1	Q05FX7	0.5910
Q05FM1	Q05FI2	0.6978
Q05FM1	Q05FU1	0.5339
Q05FM1	Q05FK3	0.6352
Q05FM1	Q05FS8	0.6586
Q05FM1	Q05FR5	0.7904
Q05FM1	Q05FV2	0.8327
Q05FM1	Q05FM3	0.5424
Q05FM1	Q05FR9	0.7833
Q05FM1	Q05FJ1	0.8228
Q05FM1	Q05FK8	0.8032
Q05FM1	Q05FG9	0.8357
Q05FM1	Q05FU7	0.6856
Q05FM1	Q05FI3	0.7809
Q05FM1	Q05FX3	0.7241
Q05FM1	Q05FW5	0.5588
Q05FM1	Q05FI1	0.7395
Q05FM1	Q05FJ9	0.8320
Q05FM1	Q05FY7	0.7666
Q05FM1	Q05FN2	0.7740
Q05FM1	Q05FX2	0.6276
Q05FM1	Q05FP6	0.4072
Q05FM1	Q05FU2	0.8810
Q05FM1	Q05FH7	0.7578
Q05FM1	Q05FX6	0.8312
Q05FM1	Q05FL3	0.8302
Q05FM1	Q05FR6	0.8389
Q05FM1	Q05FT9	0.7138
Q05FM1	Q05FP1	0.4651
Q05FM1	Q05FQ2	0.6664
Q05FM1	Q05FI7	0.8559
Q05FM1	Q05FN7	0.7599
Q05FM1	Q05FH9	0.8373
Q05FM1	Q05FY2	0.6759
Q05FM1	Q05FH0	0.5242
Q05FM1	Q05FI8	0.8190
Q05FM1	Q05FP7	0.5615
Q05FM1	Q05FG6	0.6551
Q05FM1	Q05FV1	0.8099
Q05FM1	Q05FJ4	0.7958
Q05FM1	Q05FT8	0.8213
Q05FM1	Q05FQ7	0.7308
Q05FM1	Q05FT7	0.7265
Q05FM1	Q05FX0	0.2974
Q05FM1	Q05FL4	0.5193
Q05FM1	Q05FP0	0.8967
Q05FM1	Q05FH4	0.8348
Q05FM1	Q05FF8	0.6355
Q05FM1	Q05FM6	0.5977
Q05FM1	Q05FS4	0.9049
Q05FM1	Q05FR4	0.2388
Q05FM1	Q05FF9	0.7660
Q05FM1	Q05FR1	0.8808
Q05FM1	Q05FN6	0.7476
Q05FM1	Q05FY5	0.5589
Q05FM1	Q05FX9	0.3337
Q05FM1	Q05FY3	0.8629
Q05FM1	Q05FL0	0.7529
Q05FM1	Q05FR7	0.5408
Q05FM1	Q05FL2	0.9045
Q05FM1	Q05FJ5	0.7587
Q05FM1	Q05FL8	0.7831
Q05FM1	Q05FN0	0.8240
Q05FM1	Q05FS2	0.8863
Q05FM1	Q05FG5	0.8385
Q05FM1	Q05FP9	0.7041
Q05FM1	Q05FM7	0.7051
Q05FM1	Q05FK5	0.8578
Q05FM1	Q05FG4	0.7529
Q05FM1	Q05FL9	0.8739
Q05FM1	Q05FN9	0.6009
Q05FM1	Q05FS6	0.8327
Q05FM1	Q05FQ9	0.7807
Q05FM1	Q05FI6	0.4157
Q05FM1	Q05FU8	0.8965
Q05FM1	Q05FG0	0.5894
Q05FM1	Q05FR2	0.7734
Q05FM1	Q05FM5	0.7333
Q05FM1	Q05FU9	0.4438
Q05FM1	Q05FN3	0.8859
Q05FM1	Q05FN5	0.7099
Q05FM1	Q05FK4	0.8478
Q05FM1	Q05FG3	0.8257
Q05FM1	Q05FU4	0.8332
Q05FM1	Q05FW7	0.8715
Q05FM1	Q05FN4	0.6390
Q05FM1	Q05FV9	0.7967
Q05FM1	Q05FW1	0.5880
Q05FM1	Q05FJ8	0.7071
Q05FM1	Q05FP4	0.4565
Q05FM1	Q05FY8	0.8620
Q05FM1	Q05FI4	0.5735
Q05FM1	Q05FJ3	0.7562
Q05FM1	Q05FW0	0.8223
Q05FM1	Q05FG2	0.8551
Q05FM1	Q05FK2	0.6242
Q05FM1	Q05FQ4	0.8799
Q05FM1	Q05FQ1	0.6363
Q05FM1	Q05FQ3	0.7740
Q05FM1	Q05FM9	0.9086
Q05FM1	Q05FY9	0.7915
Q05FM1	Q05FH5	0.8153
Q05FM1	Q05FR8	0.6290
Q05FM1	Q05FG1	0.8766
Q05FM1	Q05FI0	0.7496
Q05FM1	Q05FL6	0.7934
Q05FM1	Q05FP5	0.5504
Q05FM1	Q05FS7	0.8281
Q05FM1	Q05FN8	0.8625
Q05FM1	Q05FV5	0.7270
Q05FM1	Q05FH6	0.8043
Q05FM1	Q05FW3	0.7451
Q05FM1	Q05FW4	0.7275
Q05FM1	Q05FS5	0.6075
Q05FM1	Q05FQ8	0.6047
Q05FM1	Q05FV3	0.7280
Q05FM1	Q05FT5	0.6632
Q05FM1	Q05FS0	0.7683
Q05FM1	Q05FW9	0.8444
Q05FM1	Q05FR0	0.6573
Q05FM1	Q05FX4	0.3600
Q05FM1	Q05FP8	0.5986
Q05FM1	Q05FS3	0.8996
Q05FM1	Q05FI5	0.8256
Q05FM1	Q05FP2	0.8790
Q05FM1	Q05FX8	0.3113
Q05FM1	Q05FT2	0.7408
Q05FM1	Q05FY0	0.8153
Q05FM1	Q05FY6	0.4864
Q05FM1	Q05FP3	0.7465
Q05FM1	Q05FS1	0.6823
Q05FM1	Q05FV0	0.8722
Q05FM1	Q05FT0	0.7503
Q05FN0	Q05FR3	0.6537
Q05FN0	Q05FK7	0.7713
Q05FN0	Q05FT1	0.7764
Q05FN0	Q05FM4	0.6063
Q05FN0	Q05FX5	0.7069
Q05FN0	Q05FM8	0.8108
Q05FN0	Q05FT3	0.2574
Q05FN0	Q05FT4	0.7785
Q05FN0	Q05FG8	0.8460
Q05FN0	Q05FN1	0.8692
Q05FN0	Q05FS9	0.8583
Q05FN0	Q05FY4	0.5625
Q05FN0	Q05FM0	0.8670
Q05FN0	Q05FI9	0.6299
Q05FN0	Q05FL7	0.4253
Q05FN0	Q05FK6	0.6849
Q05FN0	Q05FX1	0.7941
Q05FN0	Q05FQ6	0.6854
Q05FN0	Q05FU3	0.7510
Q05FN0	Q05FL5	0.8168
Q05FN0	Q05FG7	0.8382
Q05FN0	Q05FK1	0.5984
Q05FN0	Q05FW2	0.6600
Q05FN0	Q05FL1	0.7545
Q05FN0	Q05FW8	0.7930
Q05FN0	Q05FM2	0.8100
Q05FN0	Q05FW6	0.5428
Q05FN0	Q05FQ0	0.5216
Q05FN0	Q05FJ0	0.7421
Q05FN0	Q05FK9	0.7667
Q05FN0	Q05FU5	0.7293
Q05FN0	Q05FU6	0.7622
Q05FN0	Q05FT6	0.5654
Q05FN0	Q05FV8	0.3932
Q05FN0	Q05FY1	0.4109
Q05FN0	Q05FJ7	0.8849
Q05FN0	Q05FV7	0.6072
Q05FN0	Q05FJ2	0.7008
Q05FN0	Q05FH1	0.7365
Q05FN0	Q05FU0	0.8645
Q05FN0	Q05FH8	0.8762
Q05FN0	Q05FJ6	0.7160
Q05FN0	Q05FV4	0.8465
Q05FN0	Q05FQ5	0.7471
Q05FN0	Q05FH3	0.2432
Q05FN0	Q05FK0	0.5920
Q05FN0	Q05FH2	0.6865
Q05FN0	Q05FV6	0.6623
Q05FN0	Q05FX7	0.7893
Q05FN0	Q05FI2	0.8704
Q05FN0	Q05FU1	0.7926
Q05FN0	Q05FK3	0.7292
Q05FN0	Q05FS8	0.8822
Q05FN0	Q05FR5	0.8205
Q05FN0	Q05FV2	0.8104
Q05FN0	Q05FM3	0.6793
Q05FN0	Q05FR9	0.7411
Q05FN0	Q05FJ1	0.8576
Q05FN0	Q05FK8	0.5498
Q05FN0	Q05FG9	0.7053
Q05FN0	Q05FU7	0.8866
Q05FN0	Q05FI3	0.8807
Q05FN0	Q05FX3	0.6929
Q05FN0	Q05FW5	0.8180
Q05FN0	Q05FI1	0.4386
Q05FN0	Q05FJ9	0.5713
Q05FN0	Q05FY7	0.6430
Q05FN0	Q05FN2	0.8276
Q05FN0	Q05FX2	0.8402
Q05FN0	Q05FP6	0.8466
Q05FN0	Q05FU2	0.7883
Q05FN0	Q05FH7	0.7246
Q05FN0	Q05FX6	0.7972
Q05FN0	Q05FL3	0.8238
Q05FN0	Q05FR6	0.8429
Q05FN0	Q05FT9	0.8021
Q05FN0	Q05FP1	0.7680
Q05FN0	Q05FQ2	0.8113
Q05FN0	Q05FI7	0.7790
Q05FN0	Q05FN7	0.4492
Q05FN0	Q05FH9	0.8784
Q05FN0	Q05FY2	0.8569
Q05FN0	Q05FH0	0.8523
Q05FN0	Q05FI8	0.6747
Q05FN0	Q05FP7	0.7437
Q05FN0	Q05FG6	0.5302
Q05FN0	Q05FV1	0.7647
Q05FN0	Q05FJ4	0.7353
Q05FN0	Q05FT8	0.7409
Q05FN0	Q05FQ7	0.6739
Q05FN0	Q05FT7	0.7026
Q05FN0	Q05FX0	0.7909
Q05FN0	Q05FL4	0.7977
Q05FN0	Q05FP0	0.6821
Q05FN0	Q05FH4	0.7863
Q05FN0	Q05FF8	0.8678
Q05FN0	Q05FM6	0.7791
Q05FN0	Q05FS4	0.6950
Q05FN0	Q05FR4	0.7284
Q05FN0	Q05FF9	0.4917
Q05FN0	Q05FR1	0.8322
Q05FN0	Q05FN6	0.7146
Q05FN0	Q05FY5	0.6574
Q05FN0	Q05FX9	0.7980
Q05FN0	Q05FY3	0.4594
Q05FN0	Q05FL0	0.5471
Q05FN0	Q05FR7	0.6694
Q05FN0	Q05FL2	0.8530
Q05FN0	Q05FJ5	0.2867
Q05FN0	Q05FL8	0.7995
Q05FN0	Q05FM1	0.8240
Q05FN0	Q05FS2	0.8356
Q05FN0	Q05FG5	0.7888
Q05FN0	Q05FP9	0.6325
Q05FN0	Q05FM7	0.8089
Q05FN0	Q05FK5	0.8808
Q05FN0	Q05FG4	0.6682
Q05FN0	Q05FL9	0.8610
Q05FN0	Q05FN9	0.8338
Q05FN0	Q05FS6	0.8739
Q05FN0	Q05FQ9	0.8670
Q05FN0	Q05FI6	0.8178
Q05FN0	Q05FU8	0.8636
Q05FN0	Q05FG0	0.6437
Q05FN0	Q05FR2	0.7792
Q05FN0	Q05FM5	0.7280
Q05FN0	Q05FU9	0.6946
Q05FN0	Q05FN3	0.8866
Q05FN0	Q05FN5	0.7325
Q05FN0	Q05FK4	0.8780
Q05FN0	Q05FG3	0.8332
Q05FN0	Q05FU4	0.8455
Q05FN0	Q05FW7	0.8328
Q05FN0	Q05FN4	0.6401
Q05FN0	Q05FV9	0.7538
Q05FN0	Q05FW1	0.8071
Q05FN0	Q05FJ8	0.7706
Q05FN0	Q05FP4	0.8609
Q05FN0	Q05FY8	0.8627
Q05FN0	Q05FI4	0.7246
Q05FN0	Q05FJ3	0.6176
Q05FN0	Q05FW0	0.6950
Q05FN0	Q05FG2	0.8392
Q05FN0	Q05FK2	0.4525
Q05FN0	Q05FQ4	0.8738
Q05FN0	Q05FQ1	0.6856
Q05FN0	Q05FQ3	0.8348
Q05FN0	Q05FM9	0.8995
Q05FN0	Q05FY9	0.8390
Q05FN0	Q05FH5	0.7918
Q05FN0	Q05FR8	0.8179
Q05FN0	Q05FG1	0.8914
Q05FN0	Q05FI0	0.7113
Q05FN0	Q05FL6	0.7452
Q05FN0	Q05FP5	0.4083
Q05FN0	Q05FS7	0.6551
Q05FN0	Q05FN8	0.8957
Q05FN0	Q05FV5	0.6682
Q05FN0	Q05FH6	0.8333
Q05FN0	Q05FW3	0.7783
Q05FN0	Q05FW4	0.4789
Q05FN0	Q05FS5	0.0833
Q05FN0	Q05FQ8	0.8116
Q05FN0	Q05FV3	0.8272
Q05FN0	Q05FT5	0.4097
Q05FN0	Q05FS0	0.7774
Q05FN0	Q05FW9	0.8937
Q05FN0	Q05FR0	0.7814
Q05FN0	Q05FX4	0.1974
Q05FN0	Q05FP8	0.8265
Q05FN0	Q05FS3	0.8117
Q05FN0	Q05FI5	0.7231
Q05FN0	Q05FP2	0.8903
Q05FN0	Q05FX8	0.7381
Q05FN0	Q05FT2	0.7302
Q05FN0	Q05FY0	0.8207
Q05FN0	Q05FY6	0.4915
Q05FN0	Q05FP3	0.7782
Q05FN0	Q05FS1	0.4948
Q05FN0	Q05FV0	0.5504
Q05FN0	Q05FT0	0.7681
Q05FS2	Q05FR3	0.7060
Q05FS2	Q05FK7	0.8382
Q05FS2	Q05FT1	0.6182
Q05FS2	Q05FM4	0.5805
Q05FS2	Q05FX5	0.7626
Q05FS2	Q05FM8	0.8195
Q05FS2	Q05FT3	0.4758
Q05FS2	Q05FT4	0.7903
Q05FS2	Q05FG8	0.8623
Q05FS2	Q05FN1	0.8667
Q05FS2	Q05FS9	0.8500
Q05FS2	Q05FY4	0.4116
Q05FS2	Q05FM0	0.7723
Q05FS2	Q05FI9	0.8467
Q05FS2	Q05FL7	0.7778
Q05FS2	Q05FK6	0.6106
Q05FS2	Q05FX1	0.8560
Q05FS2	Q05FQ6	0.9124
Q05FS2	Q05FU3	0.7817
Q05FS2	Q05FL5	0.6696
Q05FS2	Q05FG7	0.9149
Q05FS2	Q05FK1	0.6801
Q05FS2	Q05FW2	0.6751
Q05FS2	Q05FL1	0.9171
Q05FS2	Q05FW8	0.8162
Q05FS2	Q05FM2	0.8779
Q05FS2	Q05FW6	0.7567
Q05FS2	Q05FQ0	0.4436
Q05FS2	Q05FJ0	0.8743
Q05FS2	Q05FK9	0.8682
Q05FS2	Q05FU5	0.8584
Q05FS2	Q05FU6	0.8077
Q05FS2	Q05FT6	0.8662
Q05FS2	Q05FV8	0.7760
Q05FS2	Q05FY1	0.8035
Q05FS2	Q05FJ7	0.8708
Q05FS2	Q05FV7	0.8612
Q05FS2	Q05FJ2	0.7939
Q05FS2	Q05FH1	0.5172
Q05FS2	Q05FU0	0.8949
Q05FS2	Q05FH8	0.8456
Q05FS2	Q05FJ6	0.6155
Q05FS2	Q05FV4	0.8880
Q05FS2	Q05FQ5	0.8487
Q05FS2	Q05FH3	0.4474
Q05FS2	Q05FK0	0.6512
Q05FS2	Q05FH2	0.5436
Q05FS2	Q05FV6	0.8653
Q05FS2	Q05FX7	0.6936
Q05FS2	Q05FI2	0.7082
Q05FS2	Q05FU1	0.8739
Q05FS2	Q05FK3	0.6179
Q05FS2	Q05FS8	0.9031
Q05FS2	Q05FR5	0.8812
Q05FS2	Q05FV2	0.7940
Q05FS2	Q05FM3	0.6199
Q05FS2	Q05FR9	0.8818
Q05FS2	Q05FJ1	0.8848
Q05FS2	Q05FK8	0.2969
Q05FS2	Q05FG9	0.6761
Q05FS2	Q05FU7	0.8931
Q05FS2	Q05FI3	0.5363
Q05FS2	Q05FX3	0.8892
Q05FS2	Q05FW5	0.8360
Q05FS2	Q05FI1	0.7994
Q05FS2	Q05FJ9	0.7403
Q05FS2	Q05FY7	0.6903
Q05FS2	Q05FN2	0.9059
Q05FS2	Q05FX2	0.8831
Q05FS2	Q05FP6	0.7391
Q05FS2	Q05FU2	0.8886
Q05FS2	Q05FH7	0.6385
Q05FS2	Q05FX6	0.8294
Q05FS2	Q05FL3	0.8538
Q05FS2	Q05FR6	0.7218
Q05FS2	Q05FT9	0.7948
Q05FS2	Q05FP1	0.7719
Q05FS2	Q05FQ2	0.8480
Q05FS2	Q05FI7	0.8319
Q05FS2	Q05FN7	0.7712
Q05FS2	Q05FH9	0.8660
Q05FS2	Q05FY2	0.7465
Q05FS2	Q05FH0	0.8517
Q05FS2	Q05FI8	0.6852
Q05FS2	Q05FP7	0.8280
Q05FS2	Q05FG6	0.5914
Q05FS2	Q05FV1	0.7056
Q05FS2	Q05FJ4	0.8717
Q05FS2	Q05FT8	0.7470
Q05FS2	Q05FQ7	0.6192
Q05FS2	Q05FT7	0.6842
Q05FS2	Q05FX0	0.7304
Q05FS2	Q05FL4	0.8316
Q05FS2	Q05FP0	0.8036
Q05FS2	Q05FH4	0.8441
Q05FS2	Q05FF8	0.8607
Q05FS2	Q05FM6	0.7810
Q05FS2	Q05FS4	0.8273
Q05FS2	Q05FR4	0.8118
Q05FS2	Q05FF9	0.8121
Q05FS2	Q05FR1	0.7944
Q05FS2	Q05FN6	0.7659
Q05FS2	Q05FY5	0.4607
Q05FS2	Q05FX9	0.7600
Q05FS2	Q05FY3	0.5349
Q05FS2	Q05FL0	0.4084
Q05FS2	Q05FR7	0.8193
Q05FS2	Q05FL2	0.8160
Q05FS2	Q05FJ5	0.2882
Q05FS2	Q05FL8	0.7690
Q05FS2	Q05FM1	0.8863
Q05FS2	Q05FN0	0.8356
Q05FS2	Q05FG5	0.8153
Q05FS2	Q05FP9	0.7955
Q05FS2	Q05FM7	0.7370
Q05FS2	Q05FK5	0.7822
Q05FS2	Q05FG4	0.6327
Q05FS2	Q05FL9	0.7355
Q05FS2	Q05FN9	0.8571
Q05FS2	Q05FS6	0.7210
Q05FS2	Q05FQ9	0.7096
Q05FS2	Q05FI6	0.8483
Q05FS2	Q05FU8	0.9053
Q05FS2	Q05FG0	0.6587
Q05FS2	Q05FR2	0.7999
Q05FS2	Q05FM5	0.7923
Q05FS2	Q05FU9	0.8475
Q05FS2	Q05FN3	0.8589
Q05FS2	Q05FN5	0.6974
Q05FS2	Q05FK4	0.9032
Q05FS2	Q05FG3	0.8580
Q05FS2	Q05FU4	0.8206
Q05FS2	Q05FW7	0.8601
Q05FS2	Q05FN4	0.7717
Q05FS2	Q05FV9	0.6876
Q05FS2	Q05FW1	0.7989
Q05FS2	Q05FJ8	0.8257
Q05FS2	Q05FP4	0.8117
Q05FS2	Q05FY8	0.7178
Q05FS2	Q05FI4	0.8674
Q05FS2	Q05FJ3	0.8403
Q05FS2	Q05FW0	0.7712
Q05FS2	Q05FG2	0.8458
Q05FS2	Q05FK2	0.6119
Q05FS2	Q05FQ4	0.5808
Q05FS2	Q05FQ1	0.8914
Q05FS2	Q05FQ3	0.8138
Q05FS2	Q05FM9	0.9311
Q05FS2	Q05FY9	0.5038
Q05FS2	Q05FH5	0.6367
Q05FS2	Q05FR8	0.6203
Q05FS2	Q05FG1	0.8434
Q05FS2	Q05FI0	0.8014
Q05FS2	Q05FL6	0.8184
Q05FS2	Q05FP5	0.6213
Q05FS2	Q05FS7	0.7720
Q05FS2	Q05FN8	0.8547
Q05FS2	Q05FV5	0.5981
Q05FS2	Q05FH6	0.8695
Q05FS2	Q05FW3	0.7596
Q05FS2	Q05FW4	0.7568
Q05FS2	Q05FS5	0.5573
Q05FS2	Q05FQ8	0.8872
Q05FS2	Q05FV3	0.6376
Q05FS2	Q05FT5	0.8513
Q05FS2	Q05FS0	0.8752
Q05FS2	Q05FW9	0.7252
Q05FS2	Q05FR0	0.8516
Q05FS2	Q05FX4	0.3669
Q05FS2	Q05FP8	0.7851
Q05FS2	Q05FS3	0.8357
Q05FS2	Q05FI5	0.8413
Q05FS2	Q05FP2	0.8706
Q05FS2	Q05FX8	0.5302
Q05FS2	Q05FT2	0.7195
Q05FS2	Q05FY0	0.8388
Q05FS2	Q05FY6	0.4258
Q05FS2	Q05FP3	0.8203
Q05FS2	Q05FS1	0.4220
Q05FS2	Q05FV0	0.8586
Q05FS2	Q05FT0	0.8457
Q05FG5	Q05FR3	0.5585
Q05FG5	Q05FK7	0.8157
Q05FG5	Q05FT1	0.1705
Q05FG5	Q05FM4	0.6536
Q05FG5	Q05FX5	0.6560
Q05FG5	Q05FM8	0.4754
Q05FG5	Q05FT3	0.0444
Q05FG5	Q05FT4	0.7280
Q05FG5	Q05FG8	0.7710
Q05FG5	Q05FN1	0.8452
Q05FG5	Q05FS9	0.3885
Q05FG5	Q05FY4	0.0295
Q05FG5	Q05FM0	0.7705
Q05FG5	Q05FI9	0.8166
Q05FG5	Q05FL7	0.7452
Q05FG5	Q05FK6	0.7858
Q05FG5	Q05FX1	0.8401
Q05FG5	Q05FQ6	0.7705
Q05FG5	Q05FU3	0.7313
Q05FG5	Q05FL5	0.3937
Q05FG5	Q05FG7	0.8354
Q05FG5	Q05FK1	0.8451
Q05FG5	Q05FW2	0.5749
Q05FG5	Q05FL1	0.8563
Q05FG5	Q05FW8	0.8112
Q05FG5	Q05FM2	0.8231
Q05FG5	Q05FW6	0.2660
Q05FG5	Q05FQ0	0.2561
Q05FG5	Q05FJ0	0.6936
Q05FG5	Q05FK9	0.8271
Q05FG5	Q05FU5	0.7057
Q05FG5	Q05FU6	0.8625
Q05FG5	Q05FT6	0.6847
Q05FG5	Q05FV8	0.5976
Q05FG5	Q05FY1	0.8161
Q05FG5	Q05FJ7	0.7936
Q05FG5	Q05FV7	0.7025
Q05FG5	Q05FJ2	0.8144
Q05FG5	Q05FH1	0.5766
Q05FG5	Q05FU0	0.8527
Q05FG5	Q05FH8	0.8272
Q05FG5	Q05FJ6	0.8432
Q05FG5	Q05FV4	0.7941
Q05FG5	Q05FQ5	0.7417
Q05FG5	Q05FH3	0.0923
Q05FG5	Q05FK0	0.7816
Q05FG5	Q05FH2	0.6806
Q05FG5	Q05FV6	0.8328
Q05FG5	Q05FX7	0.7716
Q05FG5	Q05FI2	0.7458
Q05FG5	Q05FU1	0.6658
Q05FG5	Q05FK3	0.7132
Q05FG5	Q05FS8	0.8606
Q05FG5	Q05FR5	0.7809
Q05FG5	Q05FV2	0.7835
Q05FG5	Q05FM3	0.0792
Q05FG5	Q05FR9	0.8497
Q05FG5	Q05FJ1	0.8716
Q05FG5	Q05FK8	0.6654
Q05FG5	Q05FG9	0.7399
Q05FG5	Q05FU7	0.6884
Q05FG5	Q05FI3	0.8150
Q05FG5	Q05FX3	0.8712
Q05FG5	Q05FW5	0.7472
Q05FG5	Q05FI1	0.7733
Q05FG5	Q05FJ9	0.7855
Q05FG5	Q05FY7	0.5558
Q05FG5	Q05FN2	0.7752
Q05FG5	Q05FX2	0.7610
Q05FG5	Q05FP6	0.5748
Q05FG5	Q05FU2	0.6192
Q05FG5	Q05FH7	0.6156
Q05FG5	Q05FX6	0.5087
Q05FG5	Q05FL3	0.4749
Q05FG5	Q05FR6	0.8215
Q05FG5	Q05FT9	0.6193
Q05FG5	Q05FP1	0.2701
Q05FG5	Q05FQ2	0.8173
Q05FG5	Q05FI7	0.8379
Q05FG5	Q05FN7	0.4096
Q05FG5	Q05FH9	0.7321
Q05FG5	Q05FY2	0.5986
Q05FG5	Q05FH0	0.8190
Q05FG5	Q05FI8	0.5782
Q05FG5	Q05FP7	0.7994
Q05FG5	Q05FG6	0.3413
Q05FG5	Q05FV1	0.5975
Q05FG5	Q05FJ4	0.7072
Q05FG5	Q05FT8	0.8150
Q05FG5	Q05FQ7	0.4823
Q05FG5	Q05FT7	0.3879
Q05FG5	Q05FX0	0.6695
Q05FG5	Q05FL4	0.8504
Q05FG5	Q05FP0	0.8423
Q05FG5	Q05FH4	0.6441
Q05FG5	Q05FF8	0.8429
Q05FG5	Q05FM6	0.6523
Q05FG5	Q05FS4	0.8288
Q05FG5	Q05FR4	0.6475
Q05FG5	Q05FF9	0.5449
Q05FG5	Q05FR1	0.8674
Q05FG5	Q05FN6	0.7212
Q05FG5	Q05FY5	0.1386
Q05FG5	Q05FX9	0.7197
Q05FG5	Q05FY3	0.8623
Q05FG5	Q05FL0	0.2809
Q05FG5	Q05FR7	0.5444
Q05FG5	Q05FL2	0.8523
Q05FG5	Q05FJ5	0.4315
Q05FG5	Q05FL8	0.6915
Q05FG5	Q05FM1	0.8385
Q05FG5	Q05FN0	0.7888
Q05FG5	Q05FS2	0.8153
Q05FG5	Q05FP9	0.4817
Q05FG5	Q05FM7	0.6366
Q05FG5	Q05FK5	0.8897
Q05FG5	Q05FG4	0.4551
Q05FG5	Q05FL9	0.8538
Q05FG5	Q05FN9	0.6390
Q05FG5	Q05FS6	0.6890
Q05FG5	Q05FQ9	0.7035
Q05FG5	Q05FI6	0.6249
Q05FG5	Q05FU8	0.8523
Q05FG5	Q05FG0	0.2154
Q05FG5	Q05FR2	0.7029
Q05FG5	Q05FM5	0.6816
Q05FG5	Q05FU9	0.8878
Q05FG5	Q05FN3	0.7886
Q05FG5	Q05FN5	0.6119
Q05FG5	Q05FK4	0.7724
Q05FG5	Q05FG3	0.8547
Q05FG5	Q05FU4	0.8215
Q05FG5	Q05FW7	0.7908
Q05FG5	Q05FN4	0.5373
Q05FG5	Q05FV9	0.7529
Q05FG5	Q05FW1	0.8187
Q05FG5	Q05FJ8	0.7718
Q05FG5	Q05FP4	0.6381
Q05FG5	Q05FY8	0.5444
Q05FG5	Q05FI4	0.8456
Q05FG5	Q05FJ3	0.7496
Q05FG5	Q05FW0	0.7053
Q05FG5	Q05FG2	0.8730
Q05FG5	Q05FK2	0.5766
Q05FG5	Q05FQ4	0.8034
Q05FG5	Q05FQ1	0.8641
Q05FG5	Q05FQ3	0.7472
Q05FG5	Q05FM9	0.8388
Q05FG5	Q05FY9	0.7953
Q05FG5	Q05FH5	0.8399
Q05FG5	Q05FR8	0.7632
Q05FG5	Q05FG1	0.8312
Q05FG5	Q05FI0	0.6217
Q05FG5	Q05FL6	0.6540
Q05FG5	Q05FP5	0.4615
Q05FG5	Q05FS7	0.8314
Q05FG5	Q05FN8	0.8991
Q05FG5	Q05FV5	0.5964
Q05FG5	Q05FH6	0.7024
Q05FG5	Q05FW3	0.7439
Q05FG5	Q05FW4	0.4391
Q05FG5	Q05FS5	0.6001
Q05FG5	Q05FQ8	0.8597
Q05FG5	Q05FV3	0.8311
Q05FG5	Q05FT5	0.6306
Q05FG5	Q05FS0	0.8315
Q05FG5	Q05FW9	0.8112
Q05FG5	Q05FR0	0.4559
Q05FG5	Q05FX4	0.0347
Q05FG5	Q05FP8	0.6439
Q05FG5	Q05FS3	0.8014
Q05FG5	Q05FI5	0.7715
Q05FG5	Q05FP2	0.7070
Q05FG5	Q05FX8	0.8359
Q05FG5	Q05FT2	0.8463
Q05FG5	Q05FY0	0.8097
Q05FG5	Q05FY6	0.5620
Q05FG5	Q05FP3	0.5035
Q05FG5	Q05FS1	0.4011
Q05FG5	Q05FV0	0.7946
Q05FG5	Q05FT0	0.8669
Q05FP9	Q05FR3	0.7383
Q05FP9	Q05FK7	0.7789
Q05FP9	Q05FT1	0.8207
Q05FP9	Q05FM4	0.7214
Q05FP9	Q05FX5	0.6960
Q05FP9	Q05FM8	0.6536
Q05FP9	Q05FT3	0.4959
Q05FP9	Q05FT4	0.6671
Q05FP9	Q05FG8	0.7657
Q05FP9	Q05FN1	0.8303
Q05FP9	Q05FS9	0.6048
Q05FP9	Q05FY4	0.3829
